ID,Athlete_ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
249002,124656,Robin Arthur Anthony van Helden,M,27,180,73,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

3800,2188,Mohamed Rached Salem Al-Tunaiji,M,22,170,70,United Arab Emirates,UAE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

5859,3300,Prince Amara,M,19,180,70,Sierra Leone,SLE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

238392,119540,Mbiganyi Thee,M,30,194,72,Botswana,BOT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

181864,91415,Jose Antonio Chion Tony' Parilla,M,20,172,65,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

236374,118510,William Kiptarus Tanui,M,28,183,70,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,Gold

235768,118212,Idrissou Souaibo Tamimou,M,NA,175,70,Benin,BEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

233649,117180,Mohamed Malal Sy Savan,M,23,172,54,Guinea,GUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

8991,4943,Jos Arconada Ramos,M,28,192,76,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

10231,5592,Tommy Asinga,M,23,184,74,Suriname,SUR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

14430,7771,Jos Luz Zequinha Barbosa,M,31,184,68,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

19368,10260,Andrea Benvenuti,M,22,183,72,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

209059,104957,Symphorien Brice Samba,M,18,NA,NA,Congo (Brazzaville),CGO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

202273,101594,Vebjrn Rodal,M,19,188,78,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

201740,101323,Stevon E. Roberts,M,21,178,70,Barbados,BAR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

201546,101235,Curtis Alexander Robb,M,20,188,75,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

114899,58196,Bassam Kawas,M,23,165,52,Lebanon,LIB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

88336,44799,El-Mahjoub Hada,M,22,180,75,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

119726,60617,Nixon Kiprotich,M,29,185,68,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,Silver

83673,42533,John Lee Johnny' Gray,M,32,191,75,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,Bronze

87733,44471,Jrg Haas,M,24,183,71,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

116798,59106,Khambieng Khamiar,M,24,174,58,Laos,LAO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

92721,46982,Steven Philip Steve' Heard',M,30,189,84,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

111852,56627,Ilunga Kafila,M,20,NA,NA,Congo (Kinshasa),COD,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

122463,61904,Marko Ewout Koers,M,19,193,80,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,NA

54338,27875,Jean-Marc Destine,M,23,184,73,Haiti,HAI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

164337,82497,Nico Motchebon,M,26,186,81,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

57991,29675,Atle Thorold Lancelot Douglas,M,28,192,79,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

55061,28221,Andrs Manuel Daz Daz,M,27,187,71,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

237472,119106,Norberto Tllez Santana,M,24,186,78,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

9291,5110,Fernando Arlete,M,27,174,63,Guinea Bissau,GBS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

170492,85676,Savieri Ngidhi,M,28,175,64,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

230417,115650,David Maxwell Strang,M,27,181,68,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

163365,82009,Alex Morgan,M,23,183,66,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

152784,76668,David Matthews,M,22,190,75,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

161663,81159,Manlio Molinari,M,31,184,72,San Marino,SMR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

58964,30176,Giuseppe D'Urso,M,26,178,57,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

107046,54106,Jimmy Jean-Joseph,M,23,181,64,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

237933,119306,Clive Terrelonge,M,27,189,72,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

114788,58131,Boris Veniaminovich Kaveshnikov,M,21,182,68,Kyrgyzstan,KGZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

91960,46604,Arthmon Hatungimana,M,22,180,65,Burundi,BDI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

244968,122664,Einrs Tupurtis,M,22,178,62,Latvia,LAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

248977,124650,Mattheus Johannes Marius' van Heerden',M,21,178,69,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

83674,42533,John Lee Johnny' Gray,M,36,191,75,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

52653,27037,Joachim Dehmel,M,27,190,72,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

216570,108738,Hezekiel Sello Sepeng,M,22,176,63,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,Silver

117668,59546,Philip Kibitok,M,25,170,62,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

202243,101579,Brandon T. Rock,M,24,193,79,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

202274,101594,Vebjrn Rodal,M,23,188,78,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,Gold

201547,101235,Curtis Alexander Robb,M,24,188,75,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

19369,10260,Andrea Benvenuti,M,26,183,72,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

199742,100325,Norbert Gregory Greg' Rhymer',M,24,180,66,British Virgin Islands,IVB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

18746,9935,Lahlou Ben Youns,M,31,180,75,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

26588,13833,Johannes Jacobus Johan' Botha',M,22,181,68,South Africa,RSA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

196232,98515,Joseph Rakotoarimanana,M,23,NA,NA,Madagascar,MAD,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

15807,8524,Saeed Basweidan,M,19,160,61,Yemen,YEM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

119747,60630,David Singeoi Kiptoo,M,31,175,68,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

103920,52589,Naseer Ismail,M,22,164,57,Maldives,MDV,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

31182,16033,Andr Bucher,M,19,186,78,Switzerland,SUI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

14431,7771,Jos Luz Zequinha Barbosa,M,35,184,68,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

181865,91415,Jose Antonio Chion Tony' Parilla,M,24,172,65,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

91076,46153,Cedric Harris,M,29,178,70,Dominica,DMA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

33181,17088,Paul Byrne,M,20,180,68,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

10232,5592,Tommy Asinga,M,27,184,74,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

225729,113422,Pavel Soukup,M,25,188,70,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

177519,89221,Fredrick Momanyi Fred' Onyancha',M,27,170,64,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,Bronze

172436,86630,Charles Nkazamyampi,M,26,184,68,Burundi,BDI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

989,555,Antnio da Cunha Meneses Martins Abrantes,M,28,176,68,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

79650,40459,Andrea Giocondi,M,27,180,70,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

123438,62380,Bruno Konczylo,M,27,182,72,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

111962,56691,Tavakalo Kailes,M,23,165,54,Vanuatu,VAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

80716,40977,Flvio de Oliveira Godoy,M,26,185,80,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

2629,1474,Chrif Baba Aidara,M,28,177,70,Mauritania,MTN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

92855,47043,Adem Hecini,M,20,175,66,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

265202,132720,Terap Adoum Yaya,M,21,185,70,Chad,CHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

147142,73850,Themba Makhanya,M,25,NA,NA,Swaziland,SWZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

1655,920,Ibrahim Mohamed Aden Gedi,M,23,178,75,Somalia,SOM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

264114,132164,Mohamed Babiker Yagoub Adam,M,18,181,62,Sudan,SUD,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

3153,1765,Abdul Rahman Hassan Al-Abdullah,M,18,178,65,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

261888,131021,Craig Nicholas Winrow,M,24,179,71,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

124183,62729,Balzs Kornyi,M,22,175,75,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,NA

230857,115858,Panagiotis Stroubakos,M,28,187,72,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

167637,84221,Isireli Naikelekelevesi,M,23,178,65,Fiji,FIJ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

119694,60594,Wilson Kosgei Kipketer,M,27,182,63,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,Silver

168991,84946,Jean-Patrick Nduwimana,M,22,180,65,Burundi,BDI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

262922,131561,Bryan Woodward,M,26,190,84,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

189413,95130,Joo Manuel Pires,M,21,187,73,Portugal,POR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

216571,108738,Hezekiel Sello Sepeng,M,26,176,63,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

46024,23749,Grant Cremer,M,22,186,76,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

30240,15616,Milton O. Browne,M,24,170,60,Barbados,BAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

265728,132959,William Oloonkishu Yiampoy,M,26,183,70,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

119360,60429,Japheth Kimutai Butia,M,21,173,55,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

166774,83773,Joseph Mwengi Mutua,M,21,170,58,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

194310,97549,Puntsag-Ochiryn Prevsren,M,25,180,73,Mongolia,MGL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

166719,83745,Crispen Mutakanyi,M,30,175,64,Zimbabwe,ZIM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

91234,46247,Andrew Andy' Hart',M,31,180,68,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

111889,56649,Nathan Kahan,M,29,187,68,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

179580,90240,Paskar Owor,M,19,162,59,Uganda,UGA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

12481,6786,Faiq Barov,M,24,178,68,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

37697,19364,Vitalie Cerches,M,27,NA,NA,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

37710,19374,Jos Manuel Cerezo Moreno,M,27,185,69,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

141990,71230,Andrea Longo,M,25,191,83,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

39127,20119,Mouhssin Al-Chehibi,M,22,176,73,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

224955,113015,Bram Som,M,20,179,69,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

88337,44799,El-Mahjoub Hada,M,30,180,75,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

229820,115380,Vano Vane' Stojanov',M,22,181,75,Macedonia,MKD,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

182570,91764,Roberto Parra Mateo,M,24,186,68,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

177791,89350,Roman Oravec,M,22,188,75,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

115827,58670,Richard M. Rich' Kenah',M,30,185,73,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

184675,92821,Pavel Pelepyagin,M,22,184,72,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

103922,52589,Naseer Ismail,M,26,164,57,Maldives,MDV,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

152007,76289,Artyom Vasilyevich Mastrov,M,23,173,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

31183,16033,Andr Bucher,M,23,186,78,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

65474,33510,David Mark Everett,M,32,183,70,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

201678,101295,Ian Roberts,M,26,189,80,Guyana,GUY,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

26252,13687,Yury Mikhaylovich Borzakovsky,M,19,183,70,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

153985,77307,Kristopher James Kris' McCarthy',M,21,189,80,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

91961,46604,Arthmon Hatungimana,M,26,180,65,Burundi,BDI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

154602,77616,James Samuel McIlroy,M,23,180,70,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

257634,129021,Marvin Watts,M,25,184,68,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

88340,44801,Mohamed Saleh Hadj Haidara,M,25,NA,65,Bahrain,BRN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

240028,120286,Khalid Tighazouine,M,23,175,68,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

26595,13839,Werner Botha,M,22,186,73,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

59084,30250,Glody Dube,M,22,175,62,Botswana,BOT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

243808,122103,Robert Bobby' True',M,22,183,70,Liberia,LBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

207880,104345,Assa Djabir Sad-Guerni,M,23,187,70,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,Bronze

24275,12726,Dmitry Anatolyevich Bogdanov,M,21,184,72,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

119099,60277,Kim Sun-Hyeong,M,27,184,71,South Korea,KOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

60408,30935,Jorge Duvane,M,18,162,65,Mozambique,MOZ,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

107349,54244,Hossein Mehdi Jelodarzadeh Sedei,M,23,178,65,Iran,IRI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

124184,62729,Balzs Kornyi,M,26,175,75,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

202275,101594,Vebjrn Rodal,M,27,188,78,Norway,NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

17932,9525,Mohamed Habib Bel Hadj,M,27,180,67,Tunisia,TUN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

259840,130074,Zachary G. Zach' Whitmarsh',M,23,185,74,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

92856,47043,Adem Hecini,M,24,175,66,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

26589,13833,Johannes Jacobus Johan' Botha',M,26,181,68,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

152785,76668,David Matthews,M,26,190,75,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

3481,1983,Mohamed Ayed Al-Kafraini,M,25,173,65,Jordan,JOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

214587,107733,Nils Schumann,M,22,192,80,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,Gold

266358,133255,Abdou Ibrahim Youssef,M,18,178,60,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

130571,65739,Viktors Lcis,M,22,191,79,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

57805,29594,Osmiro Osmar' Barbosa dos Santos',M,31,175,65,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,NA

103599,52417,Erkinzhon Tulkunovich Isakov,M,29,181,72,Uzbekistan,UZB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

119695,60594,Wilson Kosgei Kipketer,M,31,182,63,Denmark,DEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,Bronze

130499,65701,Florent Lacasse,M,23,185,65,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

204922,102891,Michael Kosgei Rotich,M,26,173,58,Kenya,KEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

91962,46604,Arthmon Hatungimana,M,30,180,65,Burundi,BDI,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

26253,13687,Yury Mikhaylovich Borzakovsky,M,23,183,70,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,Gold

31978,16430,Wilfred Kipkemboi Bungei,M,24,172,60,Kenya,KEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

202000,101455,Khadevis Kekoai Tobi Robinson,M,28,185,72,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

130359,65617,Amine Lalou,M,22,178,57,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

134021,67481,L Vn Dng L,M,18,170,58,Vietnam,VIE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

135097,67977,Lee Jae-Hun,M,27,185,68,South Korea,KOR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

195030,97877,Miguel Quesada Velasco,M,24,176,60,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

198197,99513,Gary Thomas Reed,M,22,175,66,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

215963,108408,Jan Sekpona,M,17,170,61,Togo,TOG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

17603,9384,Nazar Begliyev,M,24,185,75,Turkmenistan,TKM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

198667,99766,Antonio Manuel Reina Ballesteros,M,23,186,71,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

216573,108738,Hezekiel Sello Sepeng,M,30,176,63,South Africa,RSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

189414,95130,Joo Manuel Pires,M,25,187,73,Portugal,POR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

103914,52585,Ismail Ahmed Ismail,M,19,193,72,Sudan,SUD,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

219250,110142,Cornelis Sibe,M,21,165,55,Suriname,SUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

208609,104732,Jasmin Salihovi,M,24,190,74,Bosnia and Herzegovina,BIH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

83484,42416,Andy Grant,M,20,170,57,Saint Vincent and the Grenadines,VIN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

207881,104345,Assa Djabir Sad-Guerni,M,27,187,70,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

188456,94664,Byron Efrn Piedra Avils,M,21,176,62,Ecuador,ECU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

186828,93916,Derrick L. Peterson,M,26,180,72,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

31185,16033,Andr Bucher,M,27,186,78,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

24277,12726,Dmitry Anatolyevich Bogdanov,M,25,184,72,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

57806,29594,Osmiro Osmar' Barbosa dos Santos',M,35,175,65,Brazil,BRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

3715,2132,Mohamed Abdullah Obaid Al-Salhi (Kosgei-),M,18,182,55,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

166862,83839,Samwel Mwera Chegere,M,25,178,65,Tanzania,TAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

166776,83773,Joseph Mwengi Mutua,M,25,170,58,Kenya,KEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

9250,5085,Ramil Kamilyevich Aritkulov,M,26,178,67,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

3241,1817,Mohamed Mutlaq Khalaf Al-Azemi,M,22,178,64,Kuwait,KUW,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

102158,51679,Fadrique Ignacio Iglesias Mendizbal,M,23,172,62,Bolivia,BOL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

110657,55963,Moise Joseph,M,22,179,75,Haiti,HAI,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

179581,90240,Paskar Owor,M,23,162,59,Uganda,UGA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

165675,83211,Prince Moses Mumba,M,19,180,70,Zambia,ZAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

234810,117751,Achraf Tadili,M,24,183,68,Canada,CAN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,NA

